,title,headline
66,How to Get Your Crush to Be the Conversation Starter,"##STEP##Before you do anything else, find out a little more about your crush.,##STEP##Make sure your crush is aware of your existence.,##STEP##Make yourself available.,##STEP##Tweak your style to perk your crush's interest.,##STEP##Take care of your hygiene.,##STEP##Make sure you appear in several of the classes in your crush's schedule.,##STEP##Start friendly, comfortable conversations with your crush, and ask nice questions about him that will help you get to know more about him.,##STEP##Slowly start to sit at your crush's table.,##STEP##At this point, if you've become good enough friends with your crush so that you're a part of his daily life and attention now, your crush should be naturally starting conversations with you instead of you doing all the starting.##STEP####STEP##,##STEP##Finished.##STEP####STEP##"
67,How to Get Your Crush to Choose You over a Popular Kid,"##STEP##Look at how the popular kid acts around your crush.,##STEP##Think of some qualities that you have that the popular kid doesn't have.,##STEP##Try being a little bit like the popular kid.,##STEP##Befriend them.,##STEP##Spend time with your crush.,##STEP##Text your crush.,##STEP##When you're ready, ask them out."
68,How to Get Your Crush to Be Your Friend1,"##STEP##Wear a unique outfit.,##STEP##Be physically attractive.,##STEP##Research body language tricks.,##STEP##Be confident."
69,How to Get Your Crush to Be Your Friend2,"##STEP##Tell your trusted friends about your crush.,##STEP##Talk with your friends about your crush's interests.,##STEP##Form friendships with your crush's friends."
70,How to Get Your Crush to Be Your Friend3,"##STEP##Sit next to your crush.,##STEP##Initiate conversations with your crush.,##STEP##Start conversations with school-related topics.,##STEP##Be kind to your crush.,##STEP##Greet them.,##STEP##Connect on social media.,##STEP##Flirt.,##STEP##Understand that your crush is human."
71,How to Clean a Saddle,"##STEP##Soak a sponge in a bucket of warm water.,##STEP##Wring out the sponge till damp and wipe your saddle and tack(this opens the pores of the leather in the saddle to thoroughly clean and condition your tack when saddle/leather soap is applied.),##STEP##Rub the sponge onto some saddle soap to get it nice and sudsy.##STEP####STEP##,##STEP##Work in the soap into the leather from top to bottom,underneath and everywhere in-between.This may take some elbow grease and you might get a sore hand but the finished result is a nice supple saddle fit for a show.##STEP####STEP##,##STEP##Use a dry rag to wipe ALL the suds off the saddle.##STEP####STEP##,##STEP##Still some hard pressed dirt in there?,##STEP##Since you're already covered in suds and want your saddle to look brand new, why not shine it up a bit.,##STEP##You can usually wipe all non-leather parts of a saddle with a damp cloth, or sometimes use a carpet cleaner.##STEP####STEP##"
72,How to Clean an English Leather Saddle,"##STEP##Stabilize your saddle.,##STEP##Dust your saddle.,##STEP##Prepare a lather.,##STEP##Soap your saddle.,##STEP##Rinse the saddle.,##STEP##Dry your saddle.,##STEP##Condition the smooth leather.,##STEP##Condition any rawhide areas.,##STEP##Remove excess conditioner.,##STEP##Decide if it is time to clean your saddle.,##STEP##Check with the manufacturer.,##STEP##Gather your supplies."
73,How to Use Saddle Soap1,"##STEP##Read the manufacturer's directions.,##STEP##Avoid lye heavy products.,##STEP##Make your own saddle soap."
74,How to Use Saddle Soap2,"##STEP##Prepare your tack for cleaning.,##STEP##Clean the saddle.,##STEP##Finnish up cleaning."
75,How to Use Saddle Soap3,"##STEP##Avoid saddle soap on certain shoes.,##STEP##Protect your boots for the winter months.,##STEP##Clean your shoes with saddle soap."
76,How to Put a Lead Rope on a Horse1,"##STEP##Approach the horse from the front.,##STEP##Loosely coil the lead rope in one hand.,##STEP##Grasp the halter.,##STEP##Gently take up the slack."
77,How to Saddle a Horse Western,"##STEP##Groom your horse.,##STEP##Check your gear.,##STEP##Set the saddle pad on your horse.,##STEP##Grab the cinches, straps, and stirrups.,##STEP##Lift the saddle onto your horse.,##STEP##Lower the cinches and stirrups.,##STEP##Make the horse put his front hoof forward to avoid causing sores in the girth area on your horse where there are wrinkles in the horse's skin.,##STEP##Tighten the back cinch.,##STEP##Attach the breast collar (if you use one).,##STEP##Pull out any skin that may have gotten trapped under the cinches.,##STEP##Untie your horse.,##STEP##Remember to mount from your horse's left side."
78,How to Put a Lead Rope on a Horse2,"##STEP##Clip the lead rope to the halter.,##STEP##Stand on the left side of the horse's head.,##STEP##Loop the lead rope around the horse's neck.,##STEP##Open the halter.,##STEP##Slide the halter over the nose of the horse.,##STEP##Adjust the halter."
79,How to Put a Lead Rope on a Horse3,"##STEP##Bring the horse to a round corral.,##STEP##Let the horse investigate the rope.,##STEP##Soothe an agitated horse.,##STEP##Repeat the attachment many times.,##STEP##Try again with a short rope."
80,How to Put a Saddle On1,"##STEP##Note that saddling normally mainly takes place on the left side of the horse.,##STEP##Have the saddle pad and saddle ready.,##STEP##Place the saddle pad on the horse's back so that the straps on the side are inline with the back of the horses shoulder.,##STEP##Check from the front of the horse that the saddle pad is even on both sides of the horse.,##STEP##Gently lay the saddle on top of the saddle pad evenly.,##STEP##Get the girth and feed the non stretchy side through the straps on the right side of the horse and attach it to the first billet hole.,##STEP##On the other side of the horse, pick up the girth and attach it to the first billet hole on that side as well.,Check and make sure the girth is not pinching the horse anywhere.,Adjust your stirrups to the right length before riding."
81,How to Untack a Horse,"##STEP##Tie up the horse.,##STEP##Move the reins up to the horse's poll.,##STEP##Undo the curb chain, if the bridle has one, by unhooking it from the left side of the bridle.##STEP####STEP##,##STEP##Undo the throatlatch.##STEP####STEP##,##STEP##Undo the cavesson, or 'nose band.',##STEP##Take hold of the reins, as well as the bridle between the horses ears and pull it gently over the ears, letting the horse drop the bit from its mouth so you don't bang his teeth.##STEP####STEP##,##STEP##Put the bridle and reins over your shoulder, and place a halter on your horse.,##STEP##Once he is tied safely, stand on the left side of the horse, lift up the saddle flap and unbuckle the girth.,##STEP##Place your arms under the front and back of the saddle (and saddle pad, if the horse is wearing one) and lift the saddle off the horses back.,##STEP##Hang up all your tack.##STEP####STEP##"
82,How to Tie up a Horse1,"##STEP##Learn the best knots for tying up a horse ahead of time.,##STEP##Learn to tie a quick-release knot.,##STEP##Learn another quick-release knot.,##STEP##Learn to tie a bowline knot.,##STEP##Use caution when tying knots."
83,How to Put a Saddle On2,"##STEP##Note that saddling normally mainly takes place on the left side of the horse.##STEP####STEP##,##STEP##Have the saddle pad and saddle ready.,##STEP##Place the saddle pad on the horse's back.,##STEP##Check from the front of the horse that the saddle pad is even on both sides of the horse.,##STEP##Before putting the saddle on the horse, hook the stirrup on the opposite side of where you are standing up over the saddle horn so it doesn't get caught under the saddle when you put it on the horse.,##STEP##Lay the saddle on top of the saddle pad evenly.,Put the stirrups and cinch down to hang at the horse's sides.,Make the horse put it's front leg, on the side you are cinching the saddle on, forward to avoid pinching the skin when you tighten the cinch.,##STEP##If your saddle has a back cinch, tighten the front cinch first and then tighten the back one.,Check and make sure the girth is not pinching the horse anywhere."
84,How to Tie up a Horse2,"##STEP##Tie your horse by its halter.,##STEP##Choose a safe place to secure your horse.,##STEP##Tie your horse up away from other horses.,##STEP##Secure the horse at eye-level or higher.,##STEP##Leave the right amount of slack.,##STEP##Shelter a horse that will be tied for a long time.,##STEP##Keep a knife handy for cutting rope in emergency situations.,##STEP##Use caution around tied horses.,##STEP##Untie the horse before removing its halter."
85,How to Walk a Guinea Pig on a Leash1,"##STEP##Make sure the harness isn't too tight.,##STEP##Use leashes just for the yard.,##STEP##Don't walk your guinea pig."
86,How to Walk a Guinea Pig on a Leash2,"##STEP##Designate one area for guinea pigs.,##STEP##Hide electrical cords.,##STEP##Put hazards out of reach.,##STEP##Separate the other pets.,##STEP##Let everyone know the guinea pigs are out.,##STEP##Give them enough exercise time.,##STEP##Don't forget to provide food and water."
87,How to Walk a Guinea Pig on a Leash3,"##STEP##Place them in an enclosure.,##STEP##Keep your guinea pigs cool.,##STEP##Don't let them go out on damp grass.,##STEP##Provide food and water.,##STEP##Check for poisonous plants.,##STEP##Stay outside."
88,How to Walk a Guinea Pig on a Leash4,"##STEP##Buy a large enough cage.,##STEP##Buy one commercially.,##STEP##Build your own."
89,How to Train Your Guinea Pig,"##STEP##Train her to come to you when she is called.,##STEP##Practice the stand up command.,##STEP##Do the turn in a circle command.,##STEP##Train your guinea pig to push a ball.,##STEP##Teach her to jump through a hoop.,##STEP##Practice litter box training."
90,How to Potty Train a Guinea Pig,"##STEP##Observe your guinea pig.,##STEP##Buy a litter tray.,##STEP##Prepare the litter tray.,##STEP##Watch her behavior.,##STEP##Keep up the litter tray.,##STEP##Be patient.,##STEP##Start small.,##STEP##Lay out her litter tray.,##STEP##Cover up the remaining corners.,##STEP##Expand the area."
91,How to Litter Train Guinea Pigs,"##STEP##Observe where your guinea pig tends to eliminate.,##STEP##Set up a litter box.,##STEP##Choose a quality litter.,##STEP##Place multiple litter boxes in the cage, if necessary.,##STEP##See if your guinea pig approaches the litter box on its own.,##STEP##Try encouraging litter box use with hay.,##STEP##Change the litter regularly.,##STEP##Do not use clumping cat litter.,##STEP##Avoid scolding your guinea pig.,##STEP##Accept your guinea pig may not always use its litter box."
92,How to Get Your Guinea Pig to Popcorn,"##STEP##Bond with your guinea pig.,##STEP##Take your guinea pig to the vet.,##STEP##Do a quick test on your guinea pig.,##STEP##Set up an area for your guinea pig to get play in.,##STEP##Feed your guinea pig.,##STEP##If all else fails, just be a responsible and loving guinea pig owner!"
93,How to Tighten Your Horse's Western Girth1,"##STEP##Put a saddle blanket or pad on your horse's back.,##STEP##Position the saddle on the blanket.,##STEP##Position the stirrup, cinches, and straps on the left side of the horse."
94,How to Tighten Your Horse's Western Girth2,"##STEP##Attach the girth.,##STEP##Cinch the ties.,##STEP##Put the finishing touches on."
95,How to Tighten Your Horse's Western Girth3,"##STEP##Watch out for a shifting saddle.,##STEP##Notice if your saddle seems to bounce up and down.,##STEP##Dismount and inspect the cinch.,##STEP##Tighten the cinch before mounting."
